name,tweet,source,criado_em,likes,retweets
Diana Corrales lamarca,"@fernandagk Chegou a melhor plataforma de apostas do Brasil com atendimento 24h e saque via pix! Venha para o mundo das #apostasesportivas! ⚽️💰
➡ Acesse agora https://t.co/ciJeTtZiNv e participe!
#apostasesportivas #apostasonline #BBB22 #futebol #futebolbrasileiro #cassino
#pix #copaqatar",Twitter Web App,21-05-2022 08:20:24,0,0
Diana Corrales lamarca,"@Leunery @Lipebrito_7 Aumente suas apostas com nosso incrível bônus 100%! Você deposita, e agente dobra!
Diversão e praticidade em apostas é na Gamble City! https://t.co/6P0e7bgDjh

#apostasesportivas #apostasonline #BBB22 #futebol #futebolbrasileiro #cassino
#pix #copaqatar #sportingbet #tipster",Twitter Web App,21-05-2022 08:02:17,1,1
Diana Corrales lamarca,"@Nicolas08880360 @LuizCar98398198 As primeiras fichas ninguém esquece, então aproveite nosso BÔNUS FUN de R$50 e venha conhecer as melhores mesas na Gamble City

#apostasesportivas #apostasonline #BBB22 #futebol #futebolbrasileiro #cassino
#pix #copaqatar #traderesportivo #sportingbet #apostaesportiva #tipster",Twitter Web App,21-05-2022 07:51:02,1,1
Diana Corrales lamarca,"@Ja1_Alves @feerlz_ Buscando um site de apostas com os saques e depósitos mais rápidos de todo faroeste? 🤠
Venha duelar em Gamble City e seja rápido no gatilho!
➡ Acesse agora https://t.co/ciJeTtZiNv e participe!
#apostasesportivas #apostasonline #BBB22 #futebol #futebolbrasileiro #cassino
#pix",Twitter Web App,21-05-2022 07:35:17,2,2
Pedro🎓⚖pai da HELENA,"@Biakicis Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/11Il9YZYzh",Twitter for Android,21-05-2022 03:36:36,12,6
OniVoraz,"Canalhas!
#pix https://t.co/xH3pCVIRca",Twitter for iPhone,21-05-2022 03:20:45,0,0
Pedro🎓⚖pai da HELENA,"@jairbolsonaro @M_Madd Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/QyHtVPtSHI",Twitter for Android,21-05-2022 01:56:23,13,8
Pedro🎓⚖pai da HELENA,"@PATRlOTAS Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,21-05-2022 01:49:33,2,1
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/8HZyX8QJgQ",Twitter for Android,21-05-2022 01:32:12,10,7
This is the Botafogo Way ★彡 🦅 🤝 🔥,"E o PIX do @nubank, que resolveu não funcionar justo na sexta-feira??? 🤡
#Sextou #nubank #PIX",Twitter Web App,21-05-2022 01:31:00,1,0
Pedro🎓⚖pai da HELENA,"@oiIuiz Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/k06pC5VSEp",Twitter for Android,21-05-2022 00:53:55,7,6
Pedro🎓⚖pai da HELENA,"@jairbolsonaro @secomvc Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/OgH8g0FEpW",Twitter for Android,21-05-2022 00:41:32,4,5
Pedro🎓⚖pai da HELENA,"@fabiofaria Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/XLWN0v54tq",Twitter for Android,21-05-2022 00:40:33,6,5
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/jeEGkSX6Ob",Twitter for Android,21-05-2022 00:39:13,19,6
Henrique,"Estava pensando aqui, porque não fazer uma brincadeira.... um pix um desejo. Quanto  custa seu desejo (fetiche)?Manda seu pix junto com seu desejo ,fetiche  que quer que eu realize.
Chave pix: 12981740787 (celular).
#pix  #putaria24h #videovazados #videodosirmaos  #feticheporpes",Twitter for Android,20-05-2022 23:45:50,0,0
Pedro🎓⚖pai da HELENA,"@CarlosBolsonaro @viviapmeireles @radelgado62 @RenzoGracieBJJ @jairbolsonaro Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 23:38:27,2,2
Pedro🎓⚖pai da HELENA,"@oiIuiz Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/Ne8MoQ9YI2",Twitter for Android,20-05-2022 23:31:19,171,75
Pedro🎓⚖pai da HELENA,"@Biakicis Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/0i1omPh3QW",Twitter for Android,20-05-2022 23:24:38,9,6
Pedro🎓⚖pai da HELENA,"@FlavioBolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/X74sn9vDCX",Twitter for Android,20-05-2022 23:19:08,7,4
Billy,"Grupos destinados a vendas de conteúdos 🔞

🥂 QG DAS CHEFAS 🍾 

GRUPO 1
https://t.co/8ojzN88E4j

GRUPO 2
https://t.co/SrVvqNiEk0

GRUPO 3
https://t.co/Xz75FmSiMi 

GRUPO 4
https://t.co/iO8sK1yaZZ

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl",Twitter for Android,20-05-2022 22:28:24,0,0
Billy,"Grupos destinados a vendas de conteúdos 🔞🔞🔞

Franquia Hottie hell

https://t.co/8bXLVqkU3G

https://t.co/19nhToSExj

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,20-05-2022 22:27:37,0,0
Billy,"As malévolas 
 Grupos destinados a vendas de conteúdos 🔞

https://t.co/WkFvCuEmbv

https://t.co/mI49gVsmnR

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,20-05-2022 22:26:12,0,0
Billy,"Grupos destinados a venda de conteúdos 🔞

Bia e coleguinhas

https://t.co/YeNSdff2Wi

https://t.co/DnMiQzl4FN

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,20-05-2022 22:25:15,0,0
Billy,"Grupos destinados a vendas de conteúdos 🔞

dev@ssas 

1
https://t.co/tyVFABmFKb

2
https://t.co/VgxIP0kGOX

3
https://t.co/7DeLB5NvNL

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,20-05-2022 22:24:36,0,0
Billy,"Grupo destinado a venda de conteúdo 🔞

medrado

https://t.co/eS9YCgBjG2

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,20-05-2022 22:23:07,0,0
Bruno Laia,estou precisando de um pix de R$ 100 quem me ajuda? /: #ajuda #pix #pagamento #flamengo #solidario #solidariedade #coisatafeia,Twitter for Android,20-05-2022 22:23:07,0,0
Billy,"Grupos destinados a vendas de conteúdos 🔞
Grupo da Amy

https://t.co/wjM0MyF7oW

https://t.co/XxiflGoqj1

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,20-05-2022 22:21:59,0,0
Billy,"Grupos destinados a vendas de conteúdos 🔞🔞

Franquia House

https://t.co/qpti3zOVBY

https://t.co/Hw1wUVZiOM

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,20-05-2022 22:20:58,0,0
Billy,"Grupos destinados a vendas de conteúdos 🔞

C@baré do lip

https://t.co/wFpDXNP4M9

https://t.co/YeNSdff2Wi

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,20-05-2022 22:20:24,0,0
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/sdLD6IZrJu",Twitter for Android,20-05-2022 22:16:21,47,7
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/btx3iNJa6x",Twitter for Android,20-05-2022 22:15:20,2,2
Pedro🎓⚖pai da HELENA,"@Biakicis Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/rLXmgRRfkP",Twitter for Android,20-05-2022 21:52:59,4,4
Totty MaclauD,"É @nubank, tá ficando recorrente a instabilidade em poder usar o pix como meio de pagamento. #pix #nubank a simplicidade propagada pela empresa me parece não estar tão simples assim.",Twitter for iPhone,20-05-2022 21:48:12,7,0
GABRIEL SIQUEIRA,"@nubank fiz um pix e não caiu..... resolve logooooo
#nubank 
#pix",Twitter for Android,20-05-2022 21:41:39,3,0
PedroDeFelice,"Libera meu pix ai @nubank 
Até queria pagar a fatura de vcs, mas se o dinheiro não entra fica complicado né bbs
#nubank #pix",Twitter Web App,20-05-2022 21:38:06,0,0
Rayanne Fernandes,@nubank meu dinheiro já debitou da conta origem e quando fui consultar não caiu ainda na conta do Nu. CADÊ MEU PIX??? #nubank #pix,Twitter for Android,20-05-2022 21:33:16,1,0
Rafael Gouveia,"@nubank com instabilidade no app? Pix sem cair,e funcionalidades acusando falta de conexão... 🤔

#nubank #pix #instável",Twitter for Android,20-05-2022 21:23:30,0,0
Pedro🎓⚖pai da HELENA,"@oiIuiz @elonmusk Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/0tPuQ0sVy3",Twitter for Android,20-05-2022 21:20:15,9,9
Pedro🎓⚖pai da HELENA,"@FlavioBolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/DkowizpHUM",Twitter for Android,20-05-2022 21:19:04,5,5
Pedro🎓⚖pai da HELENA,"@rafaelbboa Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 21:19:01,2,1
Iris,uouuuu será se é só o meu nubank que tá com problema? fiz dois pix de 100$ e até agora não caiu #pix,Twitter for iPhone,20-05-2022 21:16:58,0,0
Pedro🎓⚖pai da HELENA,"@Biakicis @jairbolsonaro @elonmusk @fabiofaria Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/f3gUNncaHr",Twitter for Android,20-05-2022 21:00:16,9,8
Pedro🎓⚖pai da HELENA,"@taoquei1 @Nemesisdec2012 Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/21m3tciEVb",Twitter for Android,20-05-2022 20:59:12,18,11
Pleno.News,Vendedora devolve dinheiro que recebeu por engano via PIX #PIX https://t.co/e1u0pASRBf,Twitter Web App,20-05-2022 19:42:14,7,0
Canal Libras BR,"⚠️📚As inscrições para o #Enem2022 terminam neste sábado (21). Os interessados em fazer o exame devem se inscrever pela Página do Participante. Pela primeira vez, o pagamento da taxa de R$ 85 pode se feito por #PIX ou cartão de crédito. O #estudante pode pagar também pelo boleto. https://t.co/6UHiA6vPtL",Twitter Web App,20-05-2022 18:57:40,2,0
Canal Educação,"🖥️📱As inscrições para o #Enem2022 terminam neste sábado (21). Os interessados em fazer o exame devem se inscrever pela Página do Participante. Pela primeira vez, o pagamento da taxa de R$ 85 pode se feito por #PIX ou cartão de crédito. O #estudante pode pagar também pelo boleto. https://t.co/W3FduGhchL",Twitter Web App,20-05-2022 18:56:10,1,0
Caio 🍀,"Ajudem a minha amiga!!

Essa rifa é só para quem mora nas imediações da região metropolitana de Pernambuco 😉 #pernambuco #recife #rifa #pix #ajudemumaamiga https://t.co/X9AlY8SkMR",Twitter for Android,20-05-2022 17:48:31,0,0
analice,"Gente, acabei de cair em um #Golpe e perdi o único dinheiro que eu tinha
#golpedopix
#Policia #BH #beloHorizonte #ajude #PIX https://t.co/HVtU9a42Os",Twitter for Android,20-05-2022 17:35:59,0,0
Pedro🎓⚖pai da HELENA,"@GFiuza_Oficial Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/wL83JMLVkP",Twitter for Android,20-05-2022 17:22:03,11,5
Pedro🎓⚖pai da HELENA,"@oiIuiz Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 17:18:58,1,0
Pedro🎓⚖pai da HELENA,"@BolsonaroSP Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 17:10:02,3,2
Finsiders.com.br,"O @MercadoPagoBR passa a disponibilizar a partir de agora o serviço de iniciação de pagamentos para compras com Pix no e-commerce.

#Finsiders #ecommerce #payments #Pix #iniciação #fintechs

https://t.co/yg0O6RVWO8",TweetDeck,20-05-2022 17:09:24,1,0
Pedro🎓⚖pai da HELENA,"@ArthurLira_ Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 17:08:35,4,4
Pedro🎓⚖pai da HELENA,"@ArthurLira_ Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/7aWcdIB6wa",Twitter for Android,20-05-2022 17:08:11,8,4
¯kafę19`+,Banco é condenado a pagar indenização por ligar para pessoa errada https://t.co/hCJv9gogRO #pix #News 🤑🙃🚨,Twitter Web App,20-05-2022 17:01:23,1,1
Pedro🎓⚖pai da HELENA,"@VlogdoLisboa @elonmusk @jairbolsonaro Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 16:54:12,8,5
Pedro🎓⚖pai da HELENA,"@LucianoHangBr Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 16:52:06,12,4
¯kafę19`+,Tds SFDS_Ckerrimoss 💪🏾☠️😱🤑😘😳 #News #pix #bbc https://t.co/TPzJoQwotG,Twitter Web App,20-05-2022 16:14:47,1,1
valentinotoon,"Olha lá, é os PIX Blinders!
Aguardando o PiX cair pra sextar...

💰📱📲✍🤟🤙

#pix #peakyblinders #netflix #play #tirinha #valente #valentino #toon #cartoon #desenhos #humor #rasta #trancinhas #cronica #bestoftheday #twitter https://t.co/5SF6Hq6vaD",Twitter for Android,20-05-2022 15:48:35,0,0
Pedro🎓⚖pai da HELENA,"@jairbolsonaro @elonmusk @fabiofaria Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/HSZlZgtrqM",Twitter for Android,20-05-2022 15:39:35,30,17
Pedro🎓⚖pai da HELENA,"@taoquei1 Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/xVEKgynxgU",Twitter for Android,20-05-2022 15:30:05,21,15
Pedro🎓⚖pai da HELENA,"@taoquei1 Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/dC7V1MHuS3",Twitter for Android,20-05-2022 15:18:19,16,4
João Victor Wenderroscky,"Bling Story - Como Sacar pelo Pix? Prova de Pagamento #Pix, Pagou na hora! https://t.co/rfyyGsWMCG via @YouTube",Twitter Web App,20-05-2022 15:13:58,0,0
Henrique,"Quando o puto promete  aquele pix  para sexta... o Pau até cresce, cadê os putos que curti  mandar aquele pix ? Só mandar ( Pix: 12981740687).
#PIX #Submissa #gaybrasil #Putariazinha #punhetagay #Punheteiros #putaria24 #putarianamadruga https://t.co/rTkomNTNWc",Twitter for Android,20-05-2022 14:32:49,4,0
REVISTA APÓLICE,"A seguradora passa a oferecer cobertura para transações indevidas com o PIX, ampliada também para as modalidades DOC, TED e TEF. #pix #seguro #revistaapolice

https://t.co/rqu9tZgzVW",Twitter Web App,20-05-2022 12:36:29,0,0
Pedro🎓⚖pai da HELENA,"@JovemPanNews Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 12:14:43,1,0
Pedro🎓⚖pai da HELENA,"@reportersalles Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 11:56:29,1,0
Prof. Francisco Alexandre 🇧🇷,"@tainadepaularj @catuveiga_ @cirogomes @gduvivier No #bot.
No #pix.
No #MiliciaDigital.

Tem muita militância da #TurmaBoa.

Lula já teve sua militância 0800, mas enganou e iludiu muito. Quase tod@s correram.

#PrefiroCiro
🕊️🌹",Twitter for Android,20-05-2022 11:34:25,3,0
Pedro🎓⚖pai da HELENA,"@jairbolsonaro @CGUonline @WRosarioCGU Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/IITstT7iWc",Twitter for Android,20-05-2022 11:31:39,6,6
Pedro🎓⚖pai da HELENA,"@jairbolsonaro @secomvc @govbr Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/b5ZMIN4UWx",Twitter for Android,20-05-2022 11:29:58,12,10
Pedro🎓⚖pai da HELENA,"@taoquei1 Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/CA6xduRSbN",Twitter for Android,20-05-2022 03:12:08,14,13
Pedro🎓⚖pai da HELENA,"@JovemPanNews @moebiustrade Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 03:10:32,1,1
Pedro🎓⚖pai da HELENA,"@JovemPanNews Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 03:09:39,2,2
Pedro🎓⚖pai da HELENA,"@taoquei1 Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/4fGVQ2oxmZ",Twitter for Android,20-05-2022 03:00:16,14,8
Pedro🎓⚖pai da HELENA,"@taoquei1 Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/UZBUTcF4LL",Twitter for Android,20-05-2022 03:00:16,28,20
Pedro🎓⚖pai da HELENA,"@alesilva_38 Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,20-05-2022 02:59:41,2,1
